FE Rotation (°),IE Rotation (°),VV Rotation (°),AP Translation (mm),ML Translation (mm),SI Translation (mm),Fx (N),Fy (N),Fz (N),Mx (Nm),My (Nm),Mz (Nm)
19.5,5.96956035322188,-4.80049892269063,2.88973068227419,-4.474986619375,19.5099999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
19.75,6.00636086899824,-4.80899850751973,2.90815745896433,-4.49184,19.5989999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
20,6.042258,-4.817328,2.92625512,-4.508515943125,19.6879999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
20.25,6.07726211631074,-4.82549025561348,2.94403370407558,-4.52501542,19.7769999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
20.5,6.11138353172188,-4.83348810744063,2.96150317116419,-4.541339401875,19.8659999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
20.75,6.14463250373262,-4.84132436616035,2.97867340251776,-4.55748886,19.9549999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
21,6.17701923355,-4.84900182005,2.995554200667,-4.573464765625,20.0439999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
21.25,6.20855386608887,-4.85652323498535,3.01215528942139,-4.58926809,20.1329999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
21.5,6.23924648997188,-4.86389135444063,3.02848631386919,-4.604899804375,20.2219999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
21.75,6.26910713752949,-4.87110889948848,3.04455684037745,-4.62036088,20.3109999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
22,6.2981457848,-4.8781785688,3.060376356592,-4.635652288125,20.3999999999999,-1.79294,-3.810735,68.4795,0.69452,-0.0300142,-0.223524
